Symbol,Exchange
FULT,NA
FULTP,NA
FUN,NA
FUNC,NA
FUND,NA
FUNL,NA
FURY,NA
FUSB,NA
FUSE,NYSE
FUSN,NASDAQ
FUTU,NASDAQ
FUV,NASDAQ
FVAM,NASDAQ
FVCB,NASDAQ
FVE,NASDAQ
FVRR,NYSE
FVT,NYSE
FWAA,NASDAQ
FWONA,NASDAQ
FWONK,NASDAQ
FWP,NASDAQ
FWRD,NASDAQ
FXNC,NASDAQ
G,NYSE
GAB,NA
GAB^G,NA
GAB^H,NA
GAB^J,NA
GAB^K,NA
GABC,NASDAQ
GAIA,NASDAQ
GAIN,NASDAQ
GAINL,NASDAQ
GAINN,NASDAQ
GALT,NASDAQ
GAM,NA
GAM^B,NA
GAMCU,NASDAQ
GAN,NASDAQ
GANX,NASDAQ
GASS,NASDAQ
GATO,NYSE
GATX,NYSE
GAU,NYSE MKT
GB,NYSE
GBAB,NA
GBCI,NASDAQ
GBDC,NASDAQ
GBIO,NASDAQ
GBL,NYSE
GBLI,NASDAQ
GBLIL,NASDAQ
GBNH,NASDAQ
GBNY,NASDAQ
GBOX,NASDAQ
GBR,NYSE MKT
GBRGU,NASDAQ
GBS,NASDAQ
GBT,NASDAQ
GBX,NYSE
GCAC,NASDAQ
GCACU,NASDAQ
GCACW,NASDAQ
GCBC,NASDAQ
GCI,NYSE
GCMG,NASDAQ
GCMGW,NASDAQ
GCO,NYSE
GCP,NYSE
GCV,NA
GD,NYSE
GDDY,NYSE
GDEN,NASDAQ
GDL,NA
GDL^C,NA
GDO,NA
GDOT,NYSE
GDP,NYSE MKT
GDRX,NASDAQ
GDS,NASDAQ
GDV,NA
GDV^G,NA
GDV^H,NA
GDYN,NASDAQ
GDYNW,NASDAQ
GE,NYSE
GECC,NASDAQ
GECCL,NASDAQ
GECCM,NASDAQ
GECCN,NASDAQ
GEF,NYSE
GEG,NASDAQ
GEL,NYSE
GENC,NASDAQ
GENE,NASDAQ
GEO,NYSE
GEOS,NASDAQ
GER,NA
GERN,NASDAQ
GES,NYSE
GEVO,NASDAQ
GF,NA
GFED,NASDAQ
GFF,NYSE
GFI,NYSE
GFL,NYSE
GFLU,NYSE
GFN,NASDAQ
GFNCP,NASDAQ
GFNSZ,NASDAQ
GFX,NYSE
GGAL,NASDAQ
GGB,NYSE
GGG,NYSE
GGM,NA
GGMCU,NASDAQ
GGN,NA
GGN^B,NA
GGO,NYSE MKT
GGPIU,NASDAQ
GGT,NA
GGT^G,NA
GGZ,NA
GH,NASDAQ
GHAC,NASDAQ
GHACU,NASDAQ
GHACW,NASDAQ
GHC,NYSE
GHG,NYSE
GHL,NYSE
GHLD,NYSE
GHM,NYSE
GHSI,NASDAQ
GHVI,NASDAQ
GHVIU,NASDAQ
GHVIW,NASDAQ
GHY,NA
GIB,NYSE
GIFI,NASDAQ
GIG,NASDAQ
GIGGU,NASDAQ
GIGGW,NASDAQ
GIGM,NASDAQ
GIII,NASDAQ
GIIXU,NASDAQ
GIK,NA
GIL,NYSE
GILD,NASDAQ
GILT,NASDAQ
GIM,NA
GIS,NYSE
GIX,NYSE
GJO,NYSE
GJP,NYSE
GJR,NYSE
GJS,NYSE
GJT,NYSE
GKOS,NYSE
GL,NYSE
GL^C,NA
GLAD,NASDAQ
GLADL,NASDAQ
GLAQ,NASDAQ
GLAQU,NASDAQ
GLAQW,NASDAQ
GLBLU,NASDAQ
GLBS,NASDAQ
GLBZ,NASDAQ
GLDD,NASDAQ
GLDG,NYSE MKT
GLEO,NYSE
GLG,NASDAQ
GLHAU,NASDAQ
GLMD,NASDAQ
GLNG,NASDAQ
GLO,NA
GLOB,NYSE
GLOG,NYSE
GLOG^A,NA
GLOP,NYSE
GLOP^A,NA
GLOP^B,NA
GLOP^C,NA
GLP,NYSE
GLP^A,NA
GLP^B,NA
GLPG,NASDAQ
GLPI,NASDAQ
GLQ,NA
GLRE,NASDAQ
GLSI,NASDAQ
GLSPU,NASDAQ
GLT,NYSE
GLTO,NASDAQ
GLU,NA
GLU^A,NA
GLU^B,NA
GLUU,NASDAQ
GLV,NA
GLW,NYSE
GLYC,NASDAQ
GM,NYSE
GMAB,NASDAQ
GMBL,NASDAQ
GMBLW,NASDAQ
GMBT,NA
GMBTU,NA
GMBTW,NA
GMDA,NA
GME,NA
GMED,NA
GMII,NA
GMIIU,NA
GMIIW,NA
GMLP,NA
GMLPP,NA
GMRE,NA
GMRE^A,NA
GMS,NA
GMTA,NA
GMTX,NA
GNAC,NA
GNACU,NA
GNACW,NA
GNCA,NA
GNE,NA
GNE^A,NA
GNFT,NA
GNK,NA
GNL,NA
GNL^A,NA
GNL^B,NA
GNLN,NA
GNMK,NA
GNOG,NA
GNPK,NA
GNPX,NA
GNRC,NA
GNRS,NA
GNRSU,NA
GNRSW,NA
GNSS,NA
GNT,NA
GNT^A,NA
GNTX,NA
GNTY,NA
GNUS,NA
GNW,NA
GO,NASDAQ
GOAC,NYSE
GOCO,NASDAQ
GOED,NYSE MKT
GOEV,NASDAQ
GOEVW,NASDAQ
GOF,NA
GOGL,NASDAQ
GOGO,NASDAQ
GOL,NYSE
GOLD,NYSE
GOLF,NYSE
GOOD,NASDAQ
GOODM,NASDAQ
GOODN,NASDAQ
GOOG,NASDAQ
GOOGL,NASDAQ
GOOS,NYSE
GORO,NYSE MKT
GOSS,NASDAQ
GOVX,NASDAQ
GOVXW,NASDAQ
GOVZ,NA
GP,NASDAQ
GPAC,NASDAQ
GPACU,NASDAQ
GPACW,NASDAQ
GPC,NYSE
GPI,NYSE
GPJA,NYSE
GPK,NYSE
GPL,NYSE MKT
GPM,NA
GPMT,NYSE
GPN,NYSE
GPP,NASDAQ
GPRE,NASDAQ
GPRK,NYSE
GPRO,NASDAQ
GPS,NYSE
GPX,NYSE
GRA,NYSE
GRAY,NASDAQ
GRBK,NASDAQ
GRC,NYSE
GRCL,NASDAQ
GRCY,NASDAQ
GRCYU,NASDAQ
GRCYW,NASDAQ
GRF,NA
GRFS,NASDAQ
GRIL,NASDAQ
GRIN,NASDAQ
GRMN,NASDAQ
GRNQ,NASDAQ
GRNV,NASDAQ
GRNVR,NASDAQ
GRNVU,NASDAQ
GRNVW,NASDAQ
GROW,NASDAQ
GROY,NYSE MKT
GRPN,NASDAQ
GRSV,NASDAQ
GRSVU,NASDAQ
GRSVW,NASDAQ
GRTS,NASDAQ
GRTX,NASDAQ
GRUB,NYSE
GRVY,NASDAQ
GRWG,NASDAQ
GRX,NA
GS,NYSE
GS^A,NA
GS^C,NA
GS^D,NA
GS^J,NA
GS^K,NA
GS^N,NA
GSAH,NYSE
GSAQ,NASDAQ
GSAQU,NASDAQ
GSAQW,NASDAQ
GSAT,NYSE MKT
GSBC,NASDAQ
GSBD,NYSE
GSEE,NA
GSEV,NASDAQ
GSEVU,NASDAQ
GSEVW,NASDAQ
GSHD,NASDAQ
GSID,NA
GSIT,NASDAQ
GSK,NYSE
GSKY,NASDAQ
GSL,NYSE
GSL^B,NA
GSLD,NYSE
GSM,NASDAQ
GSMG,NASDAQ
GSMGW,NASDAQ
GSQD,NYSE
GSS,NYSE MKT
GSUS,NA
GSV,NYSE MKT
GSX,NA
GT,NASDAQ
GTBP,NASDAQ
GTE,NYSE MKT
GTEC,NASDAQ
GTES,NYSE
GTH,NASDAQ
GTHX,NASDAQ
GTIM,NASDAQ
GTIP,NA
GTLS,NYSE
GTN,NYSE
GTPAU,NASDAQ
GTPBU,NASDAQ
GTS,NYSE
GTT,NYSE
GTY,NYSE
GTYH,NASDAQ
GURE,NASDAQ
GUT,NA
GUT^A,NA
GUT^C,NA
GVA,NYSE
GVP,NASDAQ
GWAC,NASDAQ
GWACW,NASDAQ
GWB,NYSE
GWGH,NASDAQ
GWPH,NASDAQ
GWRE,NYSE
GWRS,NASDAQ
GWW,NYSE
GXGX,NASDAQ
GXGXU,NASDAQ
GXGXW,NASDAQ
GXIIU,NASDAQ
GYRO,NASDAQ
H,NYSE
HA,NASDAQ
HAAC,NASDAQ
HAACU,NASDAQ
HAACW,NASDAQ
HAE,NYSE
HAFC,NASDAQ
HAIN,NASDAQ
HAL,NYSE
HALL,NASDAQ
HALO,NASDAQ
HAPP,NASDAQ
HARP,NASDAQ
HAS,NASDAQ
HASI,NYSE
HAYN,NASDAQ
HAYW,NYSE
HBAN,NASDAQ
HBANN,NASDAQ
HBANO,NASDAQ
HBANP,NASDAQ
HBB,NYSE
HBCP,NASDAQ
HBI,NYSE
HBIO,NASDAQ
HBM,NYSE
HBMD,NASDAQ
HBNC,NASDAQ
HBP,NASDAQ
HBT,NASDAQ
HCA,NYSE
HCAP,NASDAQ
HCAPZ,NASDAQ
HCAQ,NASDAQ
HCAR,NASDAQ
HCARU,NASDAQ
HCARW,NASDAQ
HCAT,NASDAQ
HCC,NYSE
HCCC,NASDAQ
HCCCU,NASDAQ
HCCCW,NASDAQ
HCCI,NASDAQ
HCDI,NASDAQ
HCHC,NYSE
HCI,NYSE
HCIC,NASDAQ
HCICU,NA
HCICW,NA
HCII,NA
HCIIU,NA
HCIIW,NA
HCKT,NA
HCM,NA
HCSG,NA
HCXY,NA
HCXZ,NA
HD,NA
HDB,NA
HDSN,NA
HE,NA
HEAR,NA
HEC,NA
HECCU,NA
HECCW,NA
HEES,NA
HEGD,NA
HEI,NA
HEI/A,NA
HELE,NA
HELX,NA
HEP,NA
HEPA,NA
HEQ,NA
HERAU,NA
HES,NA
HESM,NA
HEXO,NA
HFBL,NA
HFC,NA
HFFG,NA
HFRO,NA
HFRO^A,NA
HFWA,NA
HGBL,NA
HGEN,NA
HGH,NA
HGLB,NA
HGSH,NA
HGV,NA
HHC,NA
HHLA,NA
HHR,NA
HI,NA
HIBB,NA
HIE,NA
HIFS,NA
HIG,NA
HIG^G,NA
HIGA,NA
HIHO,NA
HII,NA
HIIIU,NA
HIL,NA
HIMS,NA
HIMX,NA
HIO,NA
HIW,NA
HIX,NA
HJLI,NASDAQ
HJLIW,NASDAQ
HKIB,NYSE
HL,NYSE
HL^B,NA
HLAH,NASDAQ
HLAHU,NASDAQ
HLAHW,NASDAQ
HLF,NYSE
HLG,NASDAQ
HLI,NYSE
HLIO,NASDAQ
HLIT,NASDAQ
HLM^,NA
HLNE,NASDAQ
HLT,NYSE
HLX,NYSE
HLXA,NASDAQ
HMC,NYSE
HMCO,NASDAQ
HMCOU,NASDAQ
HMCOW,NASDAQ
HMG,NYSE MKT
HMHC,NASDAQ
HMLP,NYSE
HMLP^A,NA
HMN,NYSE
HMNF,NASDAQ
HMPT,NASDAQ
HMST,NASDAQ
HMTV,NASDAQ
HMY,NYSE
HNGR,NYSE
HNI,NYSE
HNNA,NASDAQ
HNP,NYSE
HNRG,NASDAQ
HNW,NA
HOFT,NASDAQ
HOFV,NASDAQ
HOFVW,NASDAQ
HOG,NYSE
HOL,NASDAQ
HOLI,NASDAQ
HOLUU,NASDAQ
HOLUW,NASDAQ
HOLX,NASDAQ
HOMB,NASDAQ
HOME,NYSE
HON,NASDAQ
HONE,NASDAQ
HOOK,NASDAQ
HOPE,NASDAQ
HOTH,NASDAQ
HOV,NYSE
HOVNP,NASDAQ
HP,NYSE
HPE,NYSE
HPF,NA
HPI,NA
HPK,NASDAQ
HPKEW,NASDAQ
HPP,NYSE
HPQ,NYSE
HPS,NA
HPX,NYSE
HQH,NA
HQI,NASDAQ
HQL,NA
HQY,NASDAQ
HR,NYSE
HRB,NYSE
HRC,NYSE
HRI,NYSE
HRL,NYSE
HRMY,NASDAQ
HROW,NASDAQ
HRTG,NYSE
HRTX,NASDAQ
HRZN,NASDAQ
HSAQ,NASDAQ
HSBC,NYSE
HSC,NYSE
HSDT,NASDAQ
HSIC,NASDAQ
HSII,NASDAQ
HSKA,NASDAQ
HSON,NASDAQ
HST,NASDAQ
HSTM,NASDAQ
HSTO,NASDAQ
HSY,NYSE
HT,NYSE
HT^C,NA
HT^D,NA
HT^E,NA
HTA,NYSE
HTBI,NASDAQ
HTBK,NASDAQ
HTBX,NASDAQ
HTD,NA
HTFA,NYSE
HTFB,NYSE
HTGC,NYSE
HTGM,NASDAQ
HTH,NYSE
HTHT,NASDAQ
HTIA,NASDAQ
HTLD,NASDAQ
HTLF,NASDAQ
HTLFP,NASDAQ
HTOO,NASDAQ
HTOOW,NASDAQ
HTPA,NYSE
HTY,NA
HUBB,NYSE
HUBG,NASDAQ
HUBS,NYSE
HUDI,NASDAQ
HUGE,NASDAQ
HUIZ,NASDAQ
HUM,NYSE
HUN,NYSE
HURC,NASDAQ
HURN,NASDAQ
HUSA,NYSE MKT
HUSN,NASDAQ
HUYA,NYSE
HVBC,NASDAQ
HVT,NYSE
HVT/A,NA
HWBK,NASDAQ
HWC,NASDAQ
HWCC,NASDAQ
HWCPL,NASDAQ
HWCPZ,NASDAQ
HWKN,NASDAQ
HWM,NYSE
HWM^,NA
HX,NASDAQ
HXL,NYSE
HY,NYSE
HYACU,NASDAQ
HYB,NA
HYFM,NASDAQ
HYI,NA
HYLN,NYSE
HYMC,NASDAQ
HYMCL,NASDAQ
HYMCW,NA
HYMCZ,NASDAQ
HYMU,NA
HYRE,NASDAQ
HYT,NA
HYW,NA
HZAC,NYSE
HZN,NYSE
HZNP,NASDAQ
HZO,NYSE
HZON,NYSE
IAA,NYSE
IAC,NASDAQ
IACA,NYSE
IACB,NYSE
IAE,NA
IAF,NA
IAG,NYSE
IART,NASDAQ
IBA,NYSE
IBCP,NASDAQ
IBEX,NASDAQ
IBHF,NA
IBIO,NYSE MKT
IBKR,NASDAQ
IBM,NYSE
IBN,NYSE
IBOC,NASDAQ
IBP,NYSE
IBRX,NASDAQ
IBTX,NASDAQ
ICAD,NASDAQ
ICBK,NASDAQ
ICCC,NASDAQ
ICCH,NASDAQ
ICD,NA
ICE,NA
ICFI,NA
ICHR,NA
ICL,NA
ICLK,NA
ICLR,NA
ICMB,NA
ICON,NA
ICPT,NA
ICUI,NA
ID,NA
IDA,NA
IDBA,NA
IDCC,NA
IDE,NA
IDEX,NA
IDN,NA
IDRA,NA
IDT,NA
IDXX,NA
IDYA,NA
IEA,NA
IEAWW,NA
IEC,NASDAQ
IEP,NASDAQ
IESC,NASDAQ
IEX,NYSE
IFF,NYSE
IFFT,NA
IFMK,NASDAQ
IFN,NA
IFRX,NASDAQ
IFS,NYSE
IGA,NA
IGAC,NASDAQ
IGACU,NASDAQ
IGACW,NASDAQ
IGC,NYSE MKT
IGD,NA
IGI,NA
IGIC,NASDAQ
IGICW,NASDAQ
IGLD,NA
IGMS,NASDAQ
IGNY,NASDAQ
IGNYU,NASDAQ
IGNYW,NASDAQ
IGR,NA
IGT,NYSE
IH,NYSE
IHC,NYSE
IHD,NA
IHG,NYSE
IHIT,NA
IHRT,NASDAQ
IHT,NYSE MKT
IHTA,NA
IIAC,NYSE
IIF,NA
III,NASDAQ
IIII,NASDAQ
IIIIU,NASDAQ
IIIIW,NASDAQ
IIIN,NYSE
IIIV,NASDAQ
IIM,NA
IIN,NASDAQ
IIPR,NYSE
IIPR^A,NA
IIVI,NASDAQ
IIVIP,NASDAQ
IKNA,NASDAQ
IKNX,NASDAQ
IKT,NASDAQ
ILMN,NASDAQ
ILPT,NASDAQ
IMAB,NASDAQ
IMAC,NASDAQ
IMACW,NASDAQ
IMAX,NYSE
IMBI,NASDAQ
IMCC,NASDAQ
IMCR,NASDAQ
IMFL,NA
IMGN,NASDAQ
IMH,NA
IMKTA,NASDAQ
IMMP,NASDAQ
IMMR,NASDAQ
IMNM,NASDAQ
IMO,NYSE MKT
IMOS,NASDAQ
IMPX,NYSE
IMRA,NASDAQ
IMRN,NASDAQ
IMRNW,NASDAQ
IMTE,NASDAQ
IMTX,NASDAQ
IMTXW,NASDAQ
IMUX,NASDAQ
IMV,NASDAQ
IMVT,NASDAQ
IMXI,NASDAQ
INBK,NASDAQ
INBKL,NASDAQ
INBKZ,NASDAQ
INBX,NASDAQ
INCY,NASDAQ
INDB,NASDAQ
INDO,NYSE MKT
INDT,NASDAQ
INFI,NASDAQ
INFN,NASDAQ
INFO,NASDAQ
INFU,NYSE MKT
INFY,NYSE
ING,NYSE
INGN,NASDAQ
INGR,NYSE
INKA,NASDAQ
INKAU,NASDAQ
INKAW,NASDAQ
INM,NASDAQ
INMB,NASDAQ
INMD,NASDAQ
INN,NYSE
INN^D,NA
INN^E,NA
INNV,NASDAQ
INO,NASDAQ
INOD,NASDAQ
INOV,NASDAQ
INPX,NASDAQ
INS,NYSE MKT
INSE,NASDAQ
INSG,NASDAQ
INSI,NA
INSM,NASDAQ
INSP,NYSE
INSW,NYSE
INSW^A,NA
INT,NYSE
INTC,NASDAQ
INTG,NASDAQ
INTT,NYSE MKT
INTU,NASDAQ
INTZ,NASDAQ
INUV,NYSE MKT
INVA,NASDAQ
INVE,NASDAQ
INVH,NYSE
INVO,NASDAQ
INVZ,NASDAQ
INVZW,NASDAQ
INZY,NASDAQ
IO,NYSE
IONS,NASDAQ
IOR,NYSE MKT
IOSP,NASDAQ
IOVA,NASDAQ
IP,NYSE
IPA,NASDAQ
IPAR,NASDAQ
IPDN,NASDAQ
IPG,NYSE
IPGP,NASDAQ
IPHA,NASDAQ
IPHI,NASDAQ
IPI,NYSE
IPLDP,NASDAQ
IPOD,NYSE
IPOE,NYSE
IPOF,NYSE
IPVIU,NASDAQ
IPWR,NASDAQ
IQ,NASDAQ
IQI,NA
IQV,NYSE
IR,NYSE
IRBT,NASDAQ
IRCP,NASDAQ
IRDM,NASDAQ
IRIX,NASDAQ
IRL,NA
IRM,NYSE
IRMD,NASDAQ
IROQ,NASDAQ
IRR,NA
IRS,NYSE
IRT,NYSE
IRTC,NASDAQ
IRWD,NASDAQ
ISBC,NASDAQ
ISD,NA
ISDR,NYSE MKT
ISEE,NASDAQ
ISIG,NASDAQ
ISLE,NASDAQ
ISLEW,NASDAQ
ISNS,NASDAQ
ISR,NYSE MKT
ISRG,NASDAQ
ISSC,NASDAQ
ISTR,NASDAQ
ISUN,NASDAQ
ISVL,NA
IT,NA
ITAC,NA
ITACU,NA
ITACW,NA
ITCB,NA
ITCI,NA
ITGR,NA
ITHX,NA
ITHXU,NA
ITHXW,NA
ITI,NA
ITIC,NA
ITMR,NA
ITOS,NA
ITP,NA
ITQ,NA
ITQRU,NA
ITQRW,NA
ITRG,NA
ITRI,NA
ITRM,NA
ITRN,NA
ITT,NA
ITUB,NA
ITW,NA
IVA,NA
IVAC,NA
IVAN,NA
IVC,NA
IVDG,NA
IVH,NA
IVLC,NA
IVR,NYSE
IVR^A,NA
IVR^B,NA
IVR^C,NA
IVRA,NA
IVSG,NA
IVZ,NYSE
IX,NYSE
IZEA,NASDAQ
J,NYSE
JACK,NASDAQ
JAGX,NASDAQ
JAKK,NASDAQ
JAMF,NASDAQ
JAN,NASDAQ
JANZ,NA
JAX,NYSE
JAZZ,NASDAQ
JBGS,NYSE
JBHT,NASDAQ
JBK,NYSE
JBL,NYSE
JBLU,NASDAQ
JBSS,NASDAQ
JBT,NYSE
JCE,NA
JCI,NYSE
JCIC,NASDAQ
JCICU,NASDAQ
JCICW,NASDAQ
JCO,NYSE
JCOM,NASDAQ
JCS,NASDAQ
JCTCF,NASDAQ
JD,NASDAQ
JDD,NA
JEF,NYSE
JELD,NYSE
JEMA,NA
JEMD,NA
JEQ,NA
JFIN,NASDAQ
JFR,NA
JFU,NASDAQ
JG,NASDAQ
JGH,NA
JHAA,NA
JHB,NA
JHG,NYSE
JHI,NA
JHS,NA
JHX,NYSE
JIH,NYSE
JILL,NYSE
JJSF,NASDAQ
JKHY,NASDAQ
JKS,NYSE
JLL,NYSE
JLS,NA
JMIA,NYSE
JMM,NA
JMP,NYSE
JMPNL,NASDAQ
JMPNZ,NASDAQ
JNCE,NASDAQ
JNJ,NYSE
JNPR,NYSE
JOAN,NASDAQ
JOB,NYSE MKT
JOBS,NASDAQ
JOE,NYSE
JOF,NA
JOFF,NASDAQ
JOFFU,NASDAQ
JOFFW,NASDAQ
JOUT,NASDAQ
JP,NYSE
JPC,NA
JPI,NA
JPM,NYSE
JPM^C,NA
JPM^D,NA
JPM^G,NA
JPM^H,NA
JPM^J,NA
JPM^K,NA
JPS,NA
JPT,NA
JQC,NA
JRI,NA
JRJC,NASDAQ
JRO,NA
JRS,NA
JRSH,NASDAQ
JRVR,NASDAQ
JSD,NA
JSM,NASDAQ
JT,NYSE
JTA,NA
JTD,NA
JULZ,NA
JUPW,NASDAQ
JUPWW,NASDAQ
JVA,NASDAQ
JW/A,NA
JW/B,NA
JWEL,NASDAQ
JWN,NYSE
JWS,NYSE
JWSM,NYSE
JYAC,NASDAQ
JYNT,NASDAQ
K,NYSE
KAI,NYSE
KAII,NASDAQ
KAIIU,NASDAQ
KAIIW,NASDAQ
KAIR,NASDAQ
KAIRU,NASDAQ
KAIRW,NASDAQ
KALA,NASDAQ
KALU,NASDAQ
KALV,NASDAQ
KAMN,NYSE
KAR,NYSE
KARO,NASDAQ
KB,NYSE
KBAL,NASDAQ
KBH,NYSE
KBNT,NASDAQ
KBNTW,NASDAQ
KBR,NYSE
KBSF,NASDAQ
KC,NASDAQ
KCAPL,NASDAQ
KDMN,NASDAQ
KDNY,NASDAQ
KDP,NASDAQ
KE,NASDAQ
KELYA,NASDAQ
KELYB,NASDAQ
KEN,NYSE
KEP,NYSE
KEQU,NASDAQ
KERN,NASDAQ
KERNW,NASDAQ
KEX,NYSE
KEY,NYSE
KEY^I,NA
KEY^J,NA
KEY^K,NA
KEYS,NYSE
KF,NA
KFFB,NASDAQ
KFRC,NASDAQ
KFS,NYSE
KFY,NYSE
KGC,NYSE
KHC,NASDAQ
KIDS,NASDAQ
KIII,NASDAQ
KIIIU,NASDAQ
KIM,NYSE
KIM^L,NA
KIM^M,NA
KIN,NASDAQ
KINS,NASDAQ
KINZ,NASDAQ
KINZU,NASDAQ
KINZW,NASDAQ
KIO,NA
KIQ,NYSE MKT
KIRK,NASDAQ
KJUL,NA
KKR,NYSE
KKR^A,NA
KKR^B,NA
KKR^C,NA
KL,NYSE
KLAC,NASDAQ
KLAQ,NASDAQ
KLAQU,NASDAQ
KLAQW,NASDAQ
KLDO,NASDAQ
KLIC,NASDAQ
KLR,NYSE MKT
KLXE,NASDAQ
KMB,NYSE
KMDA,NASDAQ
KMF,NA
KMI,NYSE
KMPH,NASDAQ
KMPR,NYSE
KMT,NYSE
KMX,NA
KN,NA
KNDI,NA
KNGS,NA
KNL,NA
KNOP,NA
KNSA,NA
KNSL,NA
KNTE,NA
KNX,NA
KO,NA
KOD,NA
KODK,NA
KOF,NA
KOP,NA
KOPN,NA
KOR,NA
KOS,NA
KOSS,NA
KPTI,NA
KR,NA
KRA,NA
KRBP,NA
KRC,NA
KREF,NA
KRG,NYSE
KRKR,NASDAQ
KRMD,NASDAQ
KRNL,NASDAQ
KRNLU,NASDAQ
KRNLW,NASDAQ
KRNT,NASDAQ
KRNY,NASDAQ
KRO,NYSE
KRON,NASDAQ
KROS,NASDAQ
KRP,NYSE
KRT,NASDAQ
KRTX,NASDAQ
KRUS,NASDAQ
KRYS,NASDAQ
KSICU,NASDAQ
KSM,NA
KSMT,NASDAQ
KSMTU,NASDAQ
KSMTW,NASDAQ
KSPN,NASDAQ
KSS,NYSE
KSU,NYSE
KSU^,NA
KT,NYSE
KTB,NYSE
KTCC,NASDAQ
KTF,NA
KTH,NYSE
KTN,NYSE
KTOS,NASDAQ
KTRA,NASDAQ
KUKE,NYSE
KURA,NASDAQ
KURI,NASDAQ
KURIU,NASDAQ
KURIW,NASDAQ
KVHI,NASDAQ
KVSA,NASDAQ
KVSB,NASDAQ
KVSC,NASDAQ
KW,NYSE
KWAC,NYSE
KWR,NYSE
KXIN,NASDAQ
KYMR,NASDAQ
KYN,NA
KZIA,NASDAQ
KZR,NASDAQ
L,NYSE
LABP,NASDAQ
LAC,NYSE
LACQ,NASDAQ
LACQU,NASDAQ
LACQW,NASDAQ
LAD,NYSE
LADR,NYSE
LAIX,NYSE
LAKE,NASDAQ
LAMR,NASDAQ
LANC,NASDAQ
LAND,NASDAQ
LANDM,NASDAQ
LANDO,NASDAQ
LARK,NASDAQ
LASR,NASDAQ
LATN,NASDAQ
LATNU,NASDAQ
LATNW,NASDAQ
LAUR,NASDAQ
LAWS,NASDAQ
LAZ,NYSE
LAZR,NASDAQ
LAZY,NASDAQ
LB,NYSE
LBAI,NASDAQ
LBC,NASDAQ
LBPH,NASDAQ
LBPS,NASDAQ
LBPSW,NASDAQ
LBRDA,NASDAQ
LBRDK,NASDAQ
LBRDP,NASDAQ
LBRT,NYSE
LBTYA,NASDAQ
LBTYB,NASDAQ
LBTYK,NASDAQ
LC,NYSE
LCAAU,NASDAQ
LCAHU,NASDAQ
LCAP,NASDAQ
LCAPU,NASDAQ
LCAPW,NASDAQ
LCI,NYSE
LCII,NYSE
LCNB,NASDAQ
LCTX,NYSE MKT
LCUT,NASDAQ
LCY,NASDAQ
LCYAU,NASDAQ
LCYAW,NASDAQ
LDHAU,NASDAQ
LDI,NYSE
LDL,NYSE
LDOS,NYSE
LDP,NA
LE,NASDAQ
LEA,NYSE
LEAF,NYSE
LEAP,NYSE
LECO,NASDAQ
LEDS,NASDAQ
LEE,NASDAQ
LEG,NYSE
LEGAU,NASDAQ
LEGH,NASDAQ
LEGN,NASDAQ
LEGO,NASDAQ
LEGOU,NASDAQ
LEGOW,NASDAQ
LEJU,NYSE
LEN,NYSE
LEO,NA
LESL,NASDAQ
LEU,NYSE MKT
LEVI,NYSE
LEVL,NASDAQ
LEXX,NASDAQ
LEXXW,NASDAQ
LFC,NYSE
LFMD,NASDAQ
LFT,NYSE
LFTR,NASDAQ
LFTRU,NASDAQ
LFTRW,NASDAQ
LFUS,NASDAQ
LFVN,NASDAQ
LGAC,NASDAQ
LGACU,NASDAQ
LGACW,NASDAQ
LGHL,NASDAQ
LGHLW,NASDAQ
LGI,NA
LGIH,NASDAQ
LGL,NYSE MKT
LGND,NASDAQ
LGVN,NASDAQ
LH,NYSE
LHAA,NASDAQ
LHC,NYSE
LHCG,NASDAQ
LHDX,NASDAQ
LHX,NYSE
LI,NASDAQ
LIFE,NASDAQ
LII,NYSE
LILA,NASDAQ
LILAK,NASDAQ
LIN,NYSE
LINC,NASDAQ
LIND,NASDAQ
LINK,NASDAQ
LINX,NYSE
LIQT,NASDAQ
LITB,NYSE
LITE,NASDAQ
LIV,NA
LIVE,NASDAQ
LIVK,NASDAQ
LIVKU,NASDAQ
LIVKW,NASDAQ
LIVN,NASDAQ
LIVX,NASDAQ
LIXT,NASDAQ
LIXTW,NASDAQ
LIZI,NASDAQ
LJAQ,NASDAQ
LJAQU,NA
LJAQW,NA
LJPC,NA
LKCO,NA
LKFN,NA
LKQ,NA
LL,NA
LLIT,NA
LLNW,NA
LLY,NA
LMACA,NA
LMACU,NA
LMACW,NA
LMAO,NA
LMAOU,NA
LMAOW,NA
LMAT,NA
LMB,NA
LMFA,NA
LMND,NA
LMNL,NA
LMNR,NA
LMNX,NA
LMPX,NA
LMRK,NA
LMRKN,NA
LMRKO,NA
LMRKP,NA
LMST,NA
LMT,NA
LNC,NA
LND,NA
LNDC,NA
LNFA,NA
LNG,NA
LNN,NA
LNSR,NA
LNT,NA
LNTH,NA
LOAN,NA
LOB,NA
LOCO,NA
LODE,NA
LOGC,NA
LOGI,NASDAQ
LOKB,NYSE
LOMA,NYSE
LOOP,NASDAQ
LOPE,NASDAQ
LORL,NASDAQ
LOTZ,NASDAQ
LOTZW,NASDAQ
LOV,NYSE MKT
LOVE,NASDAQ
LOW,NYSE
LPCN,NASDAQ
LPG,NYSE
LPI,NYSE
LPL,NYSE
LPLA,NASDAQ
LPRO,NASDAQ
LPSN,NASDAQ
LPTH,NASDAQ
